# Expression data file generated by Gemma on 01/26/2021
# shortName=GSE108605
# name=Transcriptomic analysis of hiPSC-derived neurons, pre-treated or not with KU-55933 compound (ATMi), after camptothecin (CPT) exposure and release.
# Experiment details: https://gemma.msl.ubc.ca/expressionExperiment/showExpressionExperiment.html?id=14914
# If you use this file for your research, please cite: 
# Zoubarev, A., et al., Gemma: A resource for the re-use, sharing and meta-analysis of expression profiling data. Bioinformatics, 2012. 
Probe	Sequence	GeneSymbol	GeneName	GemmaId	NCBIid	GSE108605_Biomat_8___BioAssayId=469713Name=Ctrl_untreated_rep3	GSE108605_Biomat_1___BioAssayId=469715Name=Ctrl_untreated_rep2	GSE108605_Biomat_3___BioAssayId=469717Name=Ctrl_untreated_rep1	GSE108605_Biomat_9___BioAssayId=469712Name=Ctrl_3h_post_CPT_rep3	GSE108605_Biomat_2___BioAssayId=469714Name=Ctrl_3h_post_CPT_rep2	GSE108605_Biomat_4___BioAssayId=469716Name=Ctrl_3h_post_CPT_rep1	GSE108605_Biomat_5___BioAssayId=469711Name=Ctrl_ATMi_untreated_rep3	GSE108605_Biomat_11___BioAssayId=469719Name=Ctrl_ATMi_untreated_rep2	GSE108605_Biomat_6___BioAssayId=469721Name=Ctrl_ATMi_untreated_rep1	GSE108605_Biomat_7___BioAssayId=469710Name=Ctrl_ATMi_3h_post_CPT_rep3	GSE108605_Biomat_12___BioAssayId=469718Name=Ctrl_ATMi_3h_post_CPT_rep2	GSE108605_Biomat_10___BioAssayId=469720Name=Ctrl_ATMi_3h_post_CPT_rep1
A_23_P102925	A_23_P102925	PWP2	PWP2, small subunit processome component	136829	5822	10.74512401	10.70789823	10.93864676	10.91105314	10.9046616	10.93531837	10.44808396	10.65605396	10.52602991	10.95091115	10.98824355	11.00955034
A_23_P102937	A_23_P102937	SUMO3	small ubiquitin-like modifier 3	152087	6612	11.69164443	11.84986673	11.67669962	12.128697	12.1699696	12.07234947	11.53961606	11.59195103	11.6048115	12.01167396	12.03895884	12.02890236
A_23_P102950	A_23_P102950	RSPH1	radial spoke head component 1	365428	89765	12.36620843	12.33861289	12.40015672	12.53801268	12.6404307	12.5052509	12.44707599	11.70369603	11.93031036	12.16169554	12.16601065	12.02283941
A_23_P102965	A_23_P102965	BCL2L13	BCL2 like 13	246910	23786	10.49285632	10.5427189	10.58313383	10.21294216	10.27083113	10.22346323	10.78414185	10.81331909	10.68817063	10.3603355	10.34960481	10.47740334
A_23_P102988	A_23_P102988	TXNRD2	thioredoxin reductase 2	218176	10587	6.751918083	6.62911569	6.948127961	6.815940665	6.915264512	6.834346072	6.644333854	7.016400617	6.734252327	6.73672736	7.018804195	6.671120699
A_23_P103011	A_23_P103011	RAB36	RAB36, member RAS oncogene family	198896	9609	12.21097279	12.36563114	12.34273323	11.97833061	11.98758018	12.06963424	12.19165465	12.12770266	12.21876586	12.07055684	11.86209969	12.09431794
A_23_P103070	A_23_P103070	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	169842	7533	11.99111835	12.51004138	11.75317566	12.47697964	12.52652183	12.17397523	11.71871354	11.82030726	11.94883231	12.38153577	12.40556736	12.33444559
A_23_P103104	A_23_P103104	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	90987	4242	9.55992934	9.509950868	9.262525547	8.213233279	8.062306024	7.975960509	10.02446451	9.639319164	10.27060334	8.728759959	8.408542665	8.805020854
A_23_P103110	A_23_P103110	MAFF	MAF bZIP transcription factor F	246678	23764	7.641492551	7.798333086	7.38636426	10.3142437	10.45571285	10.00934205	7.85935252	8.422982264	7.926925306	10.54121632	10.35515913	10.54282327
A_23_P103131	A_23_P103131	MIEF1	mitochondrial elongation factor 1	284993	54471	12.08309308	11.86228009	11.95726661	12.44529943	12.51338174	12.50929955	12.28378304	12.24317142	12.05130404	12.57135897	12.62030319	12.53384857
A_23_P103201	A_23_P103201	PNRC2	proline rich nuclear receptor coactivator 2	300365	55629	11.43495519	11.91400676	11.41618821	11.98569667	12.00734994	11.96357996	11.26785461	11.2196547	11.42750063	11.86949662	12.01993652	11.8989626
A_23_P103276	A_23_P103276	TXNDC12|KTI12	thioredoxin domain containing 12|KTI12 chromatin associated homolog	270791|374025	51060|112970	6.619807624	6.53605073	6.457854911	7.692793108	7.618928304	7.728472143	6.459127949	6.345005476	6.224697493	8.022826834	7.650015065	7.701745688
A_23_P103282	A_23_P103282	TMEM59	transmembrane protein 59	197365	9528	13.5217102	13.72109816	13.32981423	13.57982784	13.6427664	13.36412592	13.48927108	13.57941756	13.61321671	13.59573185	13.7328273	13.52835719
A_23_P103349	A_23_P103349					5.268918826	5.075072052	5.640916626	5.905791522	6.065400559	6.193812215	5.731827631	5.623317474	5.695757772	6.204796904	6.39271518	6.254238498
A_23_P103371	A_23_P103371	AZIN2	antizyme inhibitor 2	374441	113451	7.716499003	7.41936358	7.452999017	7.826348662	7.955319723	7.970587957	7.854846056	7.984331385	8.015168564	8.067770275	8.17518555	8.188806675
A_23_P103398	A_23_P103398	PSEN2	presenilin 2	133237	5664	11.81691643	11.79276562	12.03817332	11.84738564	11.9078367	12.00282769	11.64800395	11.95225183	11.40852826	11.70587115	11.84450718	11.68289787
A_23_P103424	A_23_P103424	RGS8	regulator of G protein signaling 8	364478	85397	6.446729457	6.119026483	6.495330031	6.544406131	6.441151396	6.501418056	6.170778667	6.459224717	6.306756598	6.093363899	6.307612467	6.311353355
A_23_P103433	A_23_P103433	OSCP1	organic solute carrier partner 1	384539	127700	11.67191214	11.66692062	11.54906047	11.15899247	11.17792281	11.11664234	11.62900549	11.55089184	11.66170911	11.33045614	11.28497404	11.33588227
A_23_P103476	A_23_P103476	UBIAD1	UbiA prenyltransferase domain containing 1	266022	29914	8.727873651	8.624144014	8.877998256	9.650525066	9.709599834	9.802608019	8.723897102	8.906333048	8.660254507	9.823322636	9.882491889	9.87169927
A_23_P103486	A_23_P103486	CYP2J2	cytochrome P450 family 2 subfamily J member 2	33160	1573	6.278805536	6.559508126	6.179224514	6.866206933	7.060051884	6.979041159	6.223273141	5.773182938	6.348324657	6.772686637	6.868833862	6.649740715
A_23_P103503	A_23_P103503	MDM4	MDM4, p53 regulator	90203	4194	9.828479211	9.747091943	9.95492986	9.856122592	9.891816437	9.969182938	10.21902261	10.12605017	10.11533738	10.16836259	10.22114586	10.12297186
A_23_P103511	A_23_P103511	C1orf226	chromosome 1 open reading frame 226	438352	400793	9.995412089	9.993935609	10.31041088	8.168444651	8.171538522	8.158232103	10.33614414	10.088202	9.583688838	8.123430303	8.096321016	7.720688397
A_23_P103532	A_23_P103532	GPR161	G protein-coupled receptor 161	242464	23432	10.3660951	10.46915118	10.38025225	10.13881457	10.16810454	9.949676735	10.3570066	10.60116762	10.52661308	10.16810814	10.12622587	10.22029942
A_23_P103601	A_23_P103601	MAN1C1	mannosidase alpha class 1C member 1	312979	57134	10.98742838	10.6360974	11.31109291	10.49873666	10.60110281	10.61499217	11.22440022	11.43894624	10.96228371	10.75746717	10.85289034	10.72540964
A_23_P103631	A_23_P103631	EBNA1BP2	EBNA1 binding protein 2	224882	10969	14.47972028	14.39621431	14.71565483	14.82326557	14.96219308	15.04786362	14.46650565	14.52854884	14.29916311	14.65810956	14.83122737	14.75982798
A_23_P103661	A_23_P103661	YY1AP1	YY1 associated protein 1	296115	55249	12.08469195	12.20320879	11.80349591	11.82601044	11.84285992	11.51899788	11.84787146	11.85744313	12.08738157	11.85444988	11.89801576	11.69570423
A_23_P103672	A_23_P103672	NES	nestin	221177	10763	14.70449972	14.67836231	14.81033586	14.66074718	14.84508993	14.81710643	14.2424327	14.5894007	14.35901777	14.27506156	14.26170492	14.46072723
A_23_P103690	A_23_P103690	FAM189B	family with sequence similarity 189 member B	220264	10712	10.03984468	10.02456761	9.876199012	9.966842901	9.943396411	9.84096104	9.95183998	10.10077663	10.07035608	9.653685865	9.816275818	9.65447585
A_23_P10374	A_23_P10374	R3HDM2	R3H domain containing 2	232642	22864	11.80148167	12.00630473	11.63188413	11.6260665	11.72874215	11.49465449	12.38547581	12.18205443	12.47380219	12.11212934	12.07175469	12.09578502
A_23_P103756	A_23_P103756	OVGP1	oviductal glycoprotein 1	120335	5016	8.78858699	9.083848002	8.844821649	9.747887853	9.914004824	9.877017051	9.049753414	9.420696056	9.459732923	9.776398988	10.29691301	9.765489666
A_23_P103775	A_23_P103775	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	356173	84230	6.115759352	6.129781131	6.083503584	6.75674559	6.772627284	6.361087787	5.644977425	5.957618513	5.837465566	6.779409843	6.514499138	6.505187714
A_23_P103812	A_23_P103812	BRINP3	BMP/retinoic acid inducible neural specific 3	424640	339479	9.461177826	9.781845813	8.754797833	7.739248758	7.852889917	7.323453816	8.714554694	8.675942024	9.303052828	7.383505699	7.577095218	7.190226955
A_23_P10385	A_23_P10385	DTL	denticleless E3 ubiquitin protein ligase homolog	278371	51514	10.25593237	10.35705967	10.49246653	9.888012222	9.626000757	9.824209833	9.150169248	9.641126741	9.249078597	9.320310643	8.708454645	9.287235783
A_23_P103864	A_23_P103864	TTC13	tetratricopeptide repeat domain 13	334956	79573	8.925792005	9.111244892	8.499760913	8.942938032	8.937422017	8.641061209	8.499601076	8.558259536	8.725646665	8.83851942	8.785006353	8.633609716
A_23_P103897	A_23_P103897	SPATA1	spermatogenesis associated 1	325171	100505741	5.606560757	5.967259355	5.495411959	5.972409055	5.841817758	5.819431749	5.678927995	5.532954368	5.764682087	5.67396238	5.626706016	5.631282593
A_23_P103919	A_23_P103919	B4GALT3	beta-1,4-galactosyltransferase 3	183183	8703	11.76684413	12.00662099	11.61556643	12.29325253	12.37982024	12.14892067	11.73722732	11.80761033	11.91258881	12.41323035	12.5077598	12.39556663
A_23_P103932	A_23_P103932	FGR	FGR proto-oncogene, Src family tyrosine kinase	47857	2268	5.706123992	6.127184005	5.564756898	8.463152034	8.308249995	8.067567783	5.874271083	5.866339942	5.866023068	8.081665489	8.094459566	8.083252674
A_23_P103942	A_23_P103942	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	302561	55735	11.0583217	11.07786956	11.14994321	10.64862633	10.71689694	10.66084461	10.99730002	11.12215185	11.15693256	10.70136271	10.61563571	10.64229139
A_23_P104025	A_23_P104025	TSEN15	tRNA splicing endonuclease subunit 15	378264	116461	9.532271728	9.625343621	9.263961378	9.06367271	9.079782501	8.980154978	9.00354808	8.884193177	9.21303968	8.872857911	8.91799862	8.808162118
A_23_P104054	A_23_P104054	SUCO	SUN domain containing ossification factor	277143	51430	12.68697044	12.63568242	12.55871258	12.38488726	12.45283071	12.31698504	12.70905064	12.83827095	12.74737807	12.63291207	12.57900902	12.56648812
A_23_P104073	A_23_P104073	S100A3	S100 calcium binding protein A3	145522	6274	5.288116218	5.521286902	5.392118612	6.521672049	6.529606244	6.880102961	5.01119504	5.202919842	4.558655935	6.021121982	5.897790138	5.754707968
A_23_P104098	A_23_P104098	SYT2	synaptotagmin 2	384637	127833	7.850806147	7.670450134	7.917108615	7.4506377	7.407721631	7.667484556	7.622510846	7.96408385	7.990405892	7.565700043	7.611179765	7.776593488
A_23_P104109	A_23_P104109	RPS6KC1	ribosomal protein S6 kinase C1	256697	26750	10.06160624	10.25657067	9.710602613	9.222948621	9.245976359	9.040283944	9.98202953	9.85589544	10.12594164	9.35831718	9.320255081	9.202430746
A_23_P104116	A_23_P104116	RBM8A	RNA binding motif protein 8A	204866	9939	14.26810733	14.05364936	14.47048379	14.69189675	14.72492115	14.77679395	14.17707573	14.57877693	14.11064329	14.59086712	14.89941617	14.67818737
A_23_P104146	A_23_P104146	ZMYM4	zinc finger MYM-type containing 4	191883	9202	11.79461597	11.73385266	11.70144728	11.06386991	11.03517321	10.91075391	11.82830576	11.47837295	11.64547899	10.95486944	10.6893947	10.73972051
A_23_P104188	A_23_P104188	ELF3	E74 like ETS transcription factor 3	41978	1999	4.875304826	5.056791093	5.690643522	6.766564274	7.168518681	7.11051159	5.187857048	5.715329431	4.805135413	6.44570777	6.695447919	6.399451381
A_23_P104199	A_23_P104199	ITGB1	integrin subunit beta 1	79923	3688	10.67512889	10.84801616	10.81329377	10.98161271	11.07265593	11.09786159	10.57861059	10.82045506	10.5015442	10.92766517	11.03825639	10.8519419
A_23_P1043	A_23_P1043	INAVA	innate immunity activator	303338	55765	8.630314367	8.93141311	8.699943242	8.819416431	8.662301667	8.909465778	8.31600361	8.773416366	8.550118754	8.467347462	8.209134693	8.348333733
A_23_P104318	A_23_P104318	DDIT4	DNA damage inducible transcript 4	286041	54541	13.08829216	13.06691669	13.12326398	13.31685931	13.399016	13.5110729	13.06252857	13.13672541	13.1903389	13.08217714	13.43691422	13.1626461
A_23_P104362	A_23_P104362	ECHS1	enoyl-CoA hydratase, short chain 1	39133	1892	12.9917098	13.18091836	13.07248232	13.30716963	13.3935393	13.35661986	13.14092743	13.24327251	13.13029519	13.36004423	13.49772982	13.38617078
A_23_P10442	A_23_P10442	OSBPL1A	oxysterol binding protein like 1A	376046	114876	10.8175161	10.47960934	10.64055447	10.40303662	10.56314447	10.36087434	10.7953973	10.93606543	10.89218214	10.58390208	10.69629405	10.54919965
A_23_P104509	A_23_P104509	FAM53B	family with sequence similarity 53 member B	200379	9679	7.63917205	8.047919008	7.477391047	7.550737184	7.380386595	7.217446732	7.525626183	7.264844808	7.683398732	7.435598587	7.313672025	7.373238152
A_23_P104563	A_23_P104563	CPT1A	carnitine palmitoyltransferase 1A	28994	1374	8.468970536	8.311228759	8.565314667	8.259103556	8.444674018	8.290790511	8.174513997	8.120669544	8.14391862	7.948513402	7.985208137	7.963590902
A_23_P104607	A_23_P104607	PSMC3	proteasome 26S subunit, ATPase 3	134197	5702	12.10330764	12.00310569	12.18357104	12.38005879	12.30872046	12.35504717	11.68587087	12.07287199	11.81238236	12.03138037	12.2348253	12.19501347
A_23_P104617	A_23_P104617	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	380266	120071	7.450349124	7.713985598	7.481066728	7.625645573	7.780960128	7.309785029	6.77637958	6.728239821	7.096054012	7.381993536	7.411463335	7.587485328
A_23_P10463	A_23_P10463	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	115405	4725	15.9990869	15.97843466	16.21378308	16.08048493	16.14181856	16.20884015	16.03624721	16.23461813	15.88535233	15.93416208	16.14163479	16.08347943
A_23_P104641	A_23_P104641	VPS51	VPS51, GARP complex subunit	16149	738	12.10242368	12.28703889	12.23273445	12.07659079	12.30890358	12.31515194	12.33761979	12.49024452	12.51840476	12.5124282	12.49908033	12.62117934
A_23_P104651	A_23_P104651	CDCA5	cell division cycle associated 5	374104	113130	11.94554587	11.87929303	12.283718	12.33332618	12.29222278	12.5020771	11.22864116	11.57350678	11.17684901	11.55025541	11.41610552	11.60962569
A_23_P104689	A_23_P104689	RELA	RELA proto-oncogene, NF-kB subunit	139631	5970	9.95570711	9.96555465	9.881747682	10.35094199	10.43294129	10.31167103	9.980726935	10.25172374	10.07362925	10.41506335	10.52666219	10.48513791
A_23_P104692	A_23_P104692	PELI3	pellino E3 ubiquitin protein ligase family member 3	411971	246330	11.10452177	10.94127401	11.06633142	10.89348216	10.89899351	11.02485549	11.23295936	11.27017001	11.29270545	11.18266073	11.0526402	11.26609398
A_23_P104705	A_23_P104705	SLC29A2	solute carrier family 29 member 2	71156	3177	7.77163296	7.687287253	7.651248985	7.592569253	7.818277227	7.521324303	7.36201785	7.68597289	7.676137435	7.465044791	7.477381536	7.365347682
A_23_P104741	A_23_P104741	KIRREL3	kirre like nephrin family adhesion molecule 3	359242	84623	12.60725543	12.49076338	12.41021885	11.90522868	12.11552038	12.06504115	12.57967494	12.42958011	12.78361692	12.05768079	12.25544012	12.10298703
A_23_P104762	A_23_P104762	YAP1	Yes associated protein 1	214495	10413	11.05109276	10.99916609	11.41202651	10.71752212	10.70650224	10.88609861	11.25908528	11.44180878	11.05979649	10.58720184	10.52294604	10.63735922
A_23_P104804	A_23_P104804	ZBTB16	zinc finger and BTB domain containing 16	171410	7704	9.712171139	9.828208926	9.832207586	8.864664066	8.852927025	8.847867151	9.814376267	10.22624277	10.05552442	9.094989862	8.711408174	8.954611584
A_23_P104892	A_23_P104892	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	41654	1982	15.45667476	15.8664641	15.24913814	15.67270951	15.76237251	15.36604798	15.21465329	15.34774629	15.46953807	15.45180036	15.64810624	15.49569174
A_23_P104942	A_23_P104942	TMX2	thioredoxin related transmembrane protein 2	271072	51075	11.53188261	11.6862876	11.42929766	11.66505801	11.72165444	11.55548256	11.4106478	11.11935504	11.33479137	11.76621363	11.49608006	11.47349038
A_23_P10497	A_23_P10497	ATP9B	ATPase phospholipid transporting 9B (putative)	429795	374868	9.404192271	9.711830817	9.109635266	8.877533835	8.996395993	8.699655767	9.340712014	9.286088024	9.571896665	9.06448869	9.107131115	8.924550021
A_23_P104996	A_23_P104996	BEST1	bestrophin 1	168446	7439	6.51236673	6.447310073	6.10628536	6.171693839	6.194421807	5.951786385	7.07606627	6.763464581	7.403167366	6.708865332	6.995449854	6.696195851
A_23_P105002	A_23_P105002	ROM1	retinal outer segment membrane protein 1	141613	6094	8.905536369	8.666729586	8.997170487	8.800419543	8.915750984	9.061533268	9.427707533	9.539117849	9.228314922	9.293067596	9.427389147	9.260971515
A_23_P105012	A_23_P105012					5.396727322	5.325476217	5.722956061	5.710409823	5.808104428	5.857222352	5.845137756	6.051966484	5.568263171	5.851998249	5.698982613	5.663782026
A_23_P105028	A_23_P105028	ATL3	atlastin GTPase 3	249975	25923	6.976628527	7.150076014	7.368790464	7.200158576	7.221396601	7.215955165	6.920909662	7.174042336	7.053047102	7.197769022	7.334548993	7.331078175
A_23_P105044	A_23_P105044	MRPL23	mitochondrial ribosomal protein L23	143054	6150	11.31427436	11.37427595	11.50664554	11.80074862	11.78454742	11.96340841	11.19776179	11.34233925	11.0471157	11.62112096	11.69535547	11.68040983
A_23_P105066	A_23_P105066	ILK	integrin linked kinase	78574	3611	11.2865502	11.38638188	11.19826079	11.48582443	11.54615025	11.41521434	11.25523528	11.26335786	11.32402365	11.46363395	11.45714238	11.48100294
A_23_P105138	A_23_P105138	CAT	catalase	18816	847	10.99019113	11.18123936	10.90508096	11.09001698	11.10433765	11.17986594	10.83442972	10.86240908	10.99896408	10.97898068	11.24418732	10.95843895
A_23_P105251	A_23_P105251	GLI1	GLI family zinc finger 1	54116	2735	9.414695518	9.246374742	9.280375742	9.184686926	9.367173835	9.205025724	9.109952229	9.059327587	9.05548668	9.067398903	8.686024025	8.833641574
A_23_P105276	A_23_P105276	ZNF84	zinc finger protein 84	171078	7637	10.08002934	10.30017829	9.933474305	9.786098956	9.873046456	9.73021362	10.18627542	10.18178957	10.35483573	10.12025548	10.06098432	10.07815079
A_23_P105307	A_23_P105307	DGKA	diacylglycerol kinase alpha	33887	1606	8.115575951	8.325697665	8.143135726	8.202878616	8.308033861	8.053925407	8.13799317	8.069348383	8.399743607	8.215796779	8.099945938	8.248253288
A_23_P105313	A_23_P105313	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	41330	1967	12.05423347	12.25980447	11.87885458	12.63050297	12.6333825	12.49464961	11.89542622	11.85883582	12.02326418	12.54678748	12.64193541	12.46769071
A_23_P105368	A_23_P105368					7.295419867	7.335904592	7.144045642	8.021136358	8.218307883	7.955386244	7.169323038	7.166962779	7.201102661	7.909885598	8.001815084	7.816222761
A_23_P105392	A_23_P105392	CCT2	chaperonin containing TCP1 subunit 2	217903	10576	15.94651911	15.77362487	15.92853943	15.67050803	15.74634413	15.7034273	15.69187831	15.91558488	15.64637421	15.43654212	15.54810204	15.4694332
A_23_P105409	A_23_P105409	MAP3K12	mitogen-activated protein kinase kinase kinase 12	172362	7786	8.773897789	8.95250957	8.848821955	8.829223916	9.001724498	8.915996239	9.062607812	9.072878966	9.207300958	9.181973998	9.147049067	9.203414445
A_23_P105436	A_23_P105436	PTPN11	protein tyrosine phosphatase, non-receptor type 11	135868	5781	9.004299592	8.803937127	9.172792039	9.011470445	9.12912825	9.309774423	8.955646282	8.910594903	8.881964835	9.091704312	8.9135897	9.078971551
A_23_P105495	A_23_P105495	TAS2R14|PRH1-TAS2R14	taste 2 receptor member 14|PRH1-TAS2R14 readthrough	269523|9670235	50840|106707243	7.802451281	7.780531669	7.561295469	6.691777558	6.783691151	6.476608826	7.872094503	7.401526387	7.963646903	6.750600337	6.871289299	6.621393816
A_23_P105519	A_23_P105519	WBP11P1|WBP11	WW domain binding protein 11 pseudogene 1|WW domain binding protein 11	444227|281361	441818|51729	11.24866213	11.77128721	11.28856272	11.56833483	11.71609599	11.60692809	11.19031162	11.35585105	11.51204987	11.8050933	11.50846184	11.7658629
A_23_P105535	A_23_P105535	POC1B	POC1 centriolar protein B	416113	282809	8.176735486	8.480207346	7.746577386	8.117131788	8.15952423	7.699225295	7.897622158	7.910830796	8.199244856	8.088684873	8.153853084	7.998433155
A_23_P105545	A_23_P105545	VAMP1	vesicle associated membrane protein 1	156717	6843	5.797372965	5.725988072	5.997290213	7.316880588	7.357383946	7.455009855	5.885385617	6.195525762	5.984498598	7.428671089	7.473230085	7.54752423
A_23_P105562	A_23_P105562	VWF	von Willebrand factor	168655	7450	6.314328184	6.860254101	6.127860769	6.57218353	6.523381156	6.371399924	5.717140986	5.760631826	5.870742548	6.135534112	6.057412651	5.964736774
A_23_P105571	A_23_P105571	CHPT1	choline phosphotransferase 1	311536	56994	8.558055408	8.901474964	8.391888103	8.947081426	9.070602178	8.829379181	8.399702503	8.493240106	8.579067981	8.968396628	9.148201894	8.893825555
A_23_P10559	A_23_P10559	AATK	apoptosis associated tyrosine kinase	199272	9625	9.548014356	9.534928557	9.572161946	9.538414369	9.56272049	9.356954904	10.09659687	9.38486295	9.652907566	9.768810809	9.434102648	9.821817998
A_23_P105592	A_23_P105592	MVK	mevalonate kinase	112715	4598	12.96665724	12.77063631	13.22311363	12.64400905	12.75329804	12.98342274	12.76609005	12.92862199	12.74800369	12.59962462	13.07821244	12.78401842
A_23_P1056	A_23_P1056	GPR89B|GPR89A	G protein-coupled receptor 89B|G protein-coupled receptor 89A	277610|458827	51463|653519	8.797007557	8.995160142	8.664714467	8.482450845	8.242140028	8.384996152	8.623714243	8.722545783	8.747902858	8.805374075	8.654054888	8.617834266
A_23_P105619	A_23_P105619	TMEM116	transmembrane protein 116	366232	89894	10.14750883	10.38453187	9.905461946	9.648597199	9.74129878	9.345768749	9.890797794	9.933833571	10.32425091	9.512964168	9.656868733	9.485930099
A_23_P105625	A_23_P105625	COQ5	coenzyme Q5, methyltransferase	356834	84274	12.06181275	12.22696395	11.96983607	11.87581312	11.91800112	11.74970691	11.983106	12.07075857	12.13144502	11.80564986	11.95285037	11.81664419
A_23_P105651	A_23_P105651	PDZRN4	PDZ domain containing ring finger 4	266558	29951	10.69731984	10.7014359	10.22222088	9.414977674	9.493408577	9.219109414	10.3295238	9.737622606	10.52209953	9.162303193	9.08446668	8.98708766
A_23_P105664	A_23_P105664	CCDC59	coiled-coil domain containing 59	264087	29080	11.69274928	11.82065924	11.62936573	12.04065679	12.1200547	12.20485029	11.44097921	11.44771116	11.67769035	12.30495216	12.18508371	12.34721617
A_23_P105747	A_23_P105747	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	295163	55198	9.685559112	10.17066538	9.292965301	9.365248746	9.414266463	9.112846319	9.508282954	9.516588854	9.90980405	9.357592278	9.413431321	9.213493208
A_23_P105833	A_23_P105833	BIVM	basic, immunoglobulin-like variable motif containing	288967	54841	10.61835043	10.75947648	10.35930487	10.20204925	10.24847995	9.894126816	10.71637955	10.657693	10.81781196	10.15869665	10.24321237	10.08991206
A_23_P105862	A_23_P105862	FRY	FRY microtubule binding protein	208658	10129	12.29187309	12.35858982	11.9872661	11.32981477	11.40540425	11.13790919	12.44183255	12.0662056	12.54318413	11.58591823	11.59999337	11.49315388
A_23_P105873	A_23_P105873	TRPC4	transient receptor potential cation channel subfamily C member 4	164214	7223	7.804208079	8.084851683	7.769403451	6.465201385	6.532782683	6.118577916	7.789962225	8.060161319	8.058703056	6.454704041	6.527231086	6.467962454
A_23_P105900	A_23_P105900	BTF3|BTF3P11	basic transcription factor 3|basic transcription factor 3 pseudogene 11	15120|15163	689|690	12.94195208	12.92930445	12.71979218	13.25389079	13.27032143	13.13123904	12.83250607	13.05264338	12.96555627	13.28126663	13.41111754	13.22605375
A_23_P10591	A_23_P10591	METRNL	meteorin like, glial cell differentiation regulator	418919	284207	12.53248455	12.34455666	12.60613953	13.53970393	13.65751535	13.81999401	12.40188307	12.67189847	12.29858451	13.42544331	13.40687892	13.31601509
A_23_P105923	A_23_P105923	DIO3	iodothyronine deiodinase 3	35948	1735	9.584951104	9.939550957	10.43403583	11.24417002	11.04665525	11.90942081	9.899970487	9.927303896	9.621961584	11.03960202	11.1712484	11.10425504
A_23_P105963	A_23_P105963	AK7	adenylate kinase 7	381171	122481	7.760876792	8.015693244	7.632769869	7.758144613	7.903332135	7.6753268	7.195683728	7.040745024	7.347862719	7.093669012	7.294951006	7.119625768
A_23_P106002	A_23_P106002	NFKBIA	NFKB inhibitor alpha	116507	4792	12.28596941	12.10180342	12.51644976	13.09259126	13.18409682	13.18863083	12.79887993	13.00341997	12.53016787	12.83912656	13.10534986	12.86870285
A_23_P106016	A_23_P106016	PRKD1	protein kinase D1	131596	5587	8.67734115	8.988500471	8.504758564	7.583285313	7.804393431	7.23945447	8.489860449	8.335287116	8.63478672	7.362690601	7.462776609	7.343478331
A_23_P106024	A_23_P106024	JAG2	jagged 2	80460	3714	8.827091604	8.561613357	8.741926668	8.889985589	9.172462371	8.945759777	8.864620911	8.802859437	8.918565877	9.078785152	9.111897214	9.137696282
A_23_P106117	A_23_P106117	SIX6	SIX homeobox 6	119940	4990	9.133625263	9.564739594	8.270064725	9.383144055	9.013695609	8.825382929	8.577673193	8.191704475	8.238491463	8.832072692	8.588051781	8.410760974
A_23_P106127	A_23_P106127	KIAA0586	KIAA0586	202230	9786	11.40538141	11.19913912	11.51807632	10.3776019	10.38528799	10.4097261	11.7012012	11.8364101	11.7197781	10.71479519	10.54872501	10.70584472
A_23_P106158	A_23_P106158	L2HGDH	L-2-hydroxyglutarate dehydrogenase	340897	79944	8.418248078	8.485415752	8.467272999	8.62902256	8.761183335	8.731230314	8.363231419	8.283967355	8.601432883	8.449379368	8.844282269	8.429748966
A_23_P106194	A_23_P106194	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	49422	2353	8.777998665	9.478592412	8.932423485	13.82702859	13.86591472	13.37645047	9.147982666	10.48582433	9.211426558	14.4401233	14.18329809	14.49637976
A_23_P106241	A_23_P106241	TRIP11	thyroid hormone receptor interactor 11	193635	9321	9.715474605	9.459510673	9.828980424	8.842745222	8.944053476	8.994672162	10.0236867	10.05543795	9.800829334	9.176333928	9.148071089	9.07686784
A_23_P106258	A_23_P106258	SLC25A47	solute carrier family 25 member 47	417466	283600	7.32173763	8.192927365	6.458410872	7.310157235	7.47321205	6.824750592	6.637344607	6.445904369	6.95281446	7.068859122	6.971236124	6.808775339
A_23_P106299	A_23_P106299	SERF2	small EDRK-rich factor 2	209594	10169	14.16988944	14.28164941	14.28418275	14.4122835	14.45041806	14.43189704	14.38016933	14.52283005	14.234977	14.40948954	14.57330366	14.4761234
A_23_P106389	A_23_P106389	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	179066	8482	6.504709962	5.953396016	6.795131699	7.465310861	7.526719418	7.776842928	6.396567407	6.676769442	6.288701011	7.427991056	7.517773563	7.600098238
