GeneSymbol	NCBIid
GOLGA8R	101059918
NPIPA7	101059938
LOC101059948	101059948
LOC101059949	101059949
NPIPA8	101059953
LOC101059954	101059954
CTDSP2	10106
LINC01523	101060004
LOC101060017	101060017
LINC01799	101060019
LOC101060024	101060024
LINC02446	101060038
ACTR3-AS1	101060091
CHMP1B2P	101060146
ARMC4P1	101060171
LOC101060179	101060179
LOC101060187	101060187
FCF1P2	101060195
ZNF891	101060200
CT45A7	101060211
LOC101060224	101060224
NBPF19	101060226
OPN1MW3	101060233
FOXP4-AS1	101060264
HNRNPCL4	101060301
TBC1D3G	101060321
LOC101060341	101060341
TBC1D3K	101060351
TBC1D3L	101060376
LINC01939	101060385
TBC1D3D	101060389
SNTG2-AS1	101060391
LOC101060400	101060400
LINC02265	101060498
LOC101060524	101060524
LINC01910	101060542
LINC01563	101060544
LOC101060553	101060553
LOC101060588	101060588
LOC101060632	101060632
NBPF26	101060684
NUTM2B-AS1	101060691
TRIM10	10107
ARPC2	10109
SGK2	10110
LINC00601	101101772
LINC00609	101101773
TMEM220-AS1	101101775
BMS1P17	101101776
RAD50	10111
KIF20A	10112
PREB	10113
HIPK3	10114
LINCMD1	101154644
LINC01081	101154687
PANDAR	101154753
FEM1B	10116
ENAM	10117
IPO11-LRRC70	101180901
IFNL4	101180976
CDH13	1012
ACTR1B	10120
ACTR1A	10121
ARL4C	10123
LSINCT5	101234261
ARL4A	10124
LINC00850	101241891
NPTN-IT1	101241892
LOC101241902	101241902
LINC02067	101243545
PTENP1-AS	101243555
RASGRP1	10125
DNAL4	10126
ZNF263	10127
LRPPRC	10128
FRY	10129
CDH15	1013
PDIA6	10130
TRAP1	10131
OPTN	10133
BCAP31	10134
SNORA11E	101340250
SNORD124	101340251
SNORD121B	101340252
NAMPT	10135
CELA3A	10136
RBM12	10137
YAF2	10138
ARFRP1	10139
CDH16	1014
TOB1	10140
LINC00676	101409253
LINC00681	101409254
LOC101409256	101409256
EZR-AS1	101409257
OSGEPL1-AS1	101409258
OGFR-AS1	101409261
LINC01587	10141
YTHDF3-AS1	101410533
DLGAP1-AS4	101410534
LAMTOR5-AS1	101410535
EVX1-AS	101410536
MAGEA8-AS1	101410537
MMP24OS	101410538
FANK1-AS1	101410540
LINC00678	101410541
UCHL1-AS1	101410542
XXYLT1-AS2	101410543
RMDN2-AS1	101410544
STPG2-AS1	101410545
AKAP9	10142
CLEC3A	10143
FAM13A	10144
RNVU1-8	101447996
LOC101448202	101448202
G3BP1	10146
SUGP2	10147
EBI3	10148
ADGRG2	10149
CDH17	1015
MBNL2	10150
HNRNPA3P1	10151
LINC01080	101515984
ABI2	10152
CEBPZ	10153
PLXNC1	10154
TRIM28	10155
LOC101559451	101559451
RASA4	10156
AASS	10157
PDZK1IP1	10158
ATP6AP2	10159
LOC101593348	101593348
CDH18	1016
FARP1	10160
LPAR6	10161
LPCAT3	10162
WASF2	10163
CHST4	10164
SLC25A13	10165
SLC25A15	10166
BLACAT1	101669762
GPR1-AS	101669764
ZNF350-AS1	101669766
SCHLAP1	101669767
ZNF197	10168
SERF2	10169
CDK2	1017
DHRS9	10170
RCL1	10171
ZNF256	10172
SPECC1L-ADORA2A	101730217
STAG3L5P	101735302
SORBS3	10174
CNIH1	10175
PVRIG2P	101752334
STAG3L5P-PVRIG2P-PILRB	101752399
CAPN10-DT	101752400
TENM1	10178
RBM7	10179
CDK3	1018
RBM6	10180
CCAT2	101805488
LINC02583	101805491
CASC9	101805492
RBM5	10181
LHFPL2	10184
LHFPL6	10186
PRNCR1	101867536
TNK2	10188
ALYREF	10189
CDK4	1019
TXNDC9	10190
LOC101926886	101926886
LOC101926887	101926887
RALY-AS1	101926888
LOC101926889	101926889
DAB1-AS1	101926890
LOC101926892	101926892
LIX1-AS1	101926893
CRTC3-AS1	101926895
GLIS2-AS1	101926896
LINC02338	101926897
LOC101926898	101926898
DNAJB5-DT	101926900
LSAMP-AS1	101926903
LINC01265	101926904
LOC101926905	101926905
SLC16A12-AS1	101926906
LOC101926907	101926907
LOC101926908	101926908
VPS33B-DT	101926911
LOC101926913	101926913
LOC101926915	101926915
ANKRD18CP	101926917
GTF2IP12	101926918
LOC101926923	101926923
LINC01375	101926924
LINC01358	101926925
RDH10-AS1	101926926
CRAT37	101926928
LINC00378	101926930
LOC101926933	101926933
LOC101926934	101926934
LOC101926935	101926935
LINC02104	101926940
SPRY4-AS1	101926941
LINC02653	101926942
LOC101926943	101926943
LOC101926944	101926944
LINC01617	101926947
LOC101926948	101926948
LINC01570	101926950
LINC02339	101926951
LOC101926953	101926953
LINC01733	101926955
LOC101926956	101926956
ISX-AS1	101926957
LOC101926959	101926959
LOC101926960	101926960
LOC101926962	101926962
LOC101926963	101926963
LOC101926964	101926964
LINC01804	101926966
LOC101926967	101926967
LOC101926968	101926968
LOC101926969	101926969
LINC01284	101926971
LOC101926974	101926974
LINC01844	101926975
LOC101926977	101926977
LINC01111	101926978
LINC02049	101926983
LOC101926984	101926984
DLGAP4-AS1	101926987
LOC101926994	101926994
RUNDC3A-AS1	101926996
LOC101927000	101927000
PKIA-AS1	101927003
LINC01365	101927007
LINC02177	101927009
LOC101927010	101927010
LOC101927012	101927012
LOC101927013	101927013
LINC01506	101927015
LINC01180	101927017
LOC101927018	101927018
LOC101927019	101927019
LOC101927020	101927020
LOC101927021	101927021
LOC101927023	101927023
LOC101927025	101927025
LOC101927026	101927026
PRKRA-AS1	101927027
ROR1-AS1	101927034
LINC02400	101927038
LOC101927039	101927039
LOC101927040	101927040
LOC101927042	101927042
EPCAM-DT	101927043
LOC101927044	101927044
LOC101927045	101927045
LOC101927046	101927046
LOC101927048	101927048
PLCE1-AS2	101927049
LOC101927050	101927050
LOC101927051	101927051
LOC101927053	101927053
LOC101927055	101927055
LINC02614	101927056
LOC101927057	101927057
LINC02402	101927058
LINC01957	101927059
LOC101927060	101927060
LINC02294	101927062
LOC101927066	101927066
LINC01607	101927067
LOC101927069	101927069
LINC02611	101927070
LOC101927072	101927072
LOC101927073	101927073
LINC00682	101927074
FGF10-AS1	101927075
LOC101927078	101927078
LOC101927079	101927079
LOC101927080	101927080
MIR4307HG	101927081
LOC101927082	101927082
LINC01359	101927084
LOC101927086	101927086
LINC02516	101927087
LOC101927088	101927088
LOC101927089	101927089
LOC101927093	101927093
CLMAT3	101927096
LOC101927098	101927098
LOC101927100	101927100
ITFG1-AS1	101927102
LOC101927108	101927108
LINC02379	101927109
SUCLG2-AS1	101927111
LINC01581	101927112
LINC01933	101927115
PLCG1-AS1	101927117
LOC101927118	101927118
LOC101927120	101927120
LINC02016	101927123
LOC101927124	101927124
ELFN1-AS1	101927125
GTF2IP7	101927126
LINC01580	101927129
LOC101927131	101927131
LINC02133	101927132
LINC01470	101927134
LOC101927136	101927136
LOC101927138	101927138
LOC101927139	101927139
LOC101927141	101927141
LOC101927142	101927142
LOC101927143	101927143
LOC101927145	101927145
LINC01471	101927149
L3MBTL4-AS1	101927150
LOC101927151	101927151
SAMMSON	101927152
LINC02207	101927153
LMO7-AS1	101927155
LINC01934	101927156
LOC101927157	101927157
LOC101927159	101927159
LOC101927164	101927164
LINC01813	101927165
LOC101927166	101927166
GATA2-AS1	101927167
LOC101927168	101927168
LINC01564	101927171
CHL1-AS2	101927174
LINC01069	101927176
LOC101927178	101927178
LOC101927179	101927179
LOC101927182	101927182
LOC101927183	101927183
ADGRL3-AS1	101927186
LOC101927188	101927188
LOC101927189	101927189
LOC101927190	101927190
LOC101927191	101927191
CHL1-AS1	101927193
LINC00382	101927195
FSIP2-AS2	101927196
LOC101927200	101927200
LOC101927202	101927202
FAM111A-DT	101927204
LINC02075	101927207
LOC101927209	101927209
ZNF451-AS1	101927211
LOC101927213	101927213
LINC01266	101927215
LINC01473	101927217
HNF4A-AS1	101927219
DEPDC1-AS1	101927220
UBR5-AS1	101927221
LINC01049	101927224
LOC101927226	101927226
LOC101927227	101927227
LINC02179	101927228
LINC01929	101927229
LINC01969	101927230
SEMA6A-AS1	101927233
LOC101927234	101927234
LOC101927235	101927235
LOC101927237	101927237
LOC101927238	101927238
LINC01989	101927239
LOC101927241	101927241
LINC01430	101927242
LOC101927243	101927243
LINC01788	101927244
LOC101927245	101927245
LOC101927247	101927247
LOC101927248	101927248
PDZRN3-AS1	101927249
LOC101927252	101927252
LOC101927253	101927253
LOC101927256	101927256
MRTFA-AS1	101927257
LINC01474	101927258
LOC101927259	101927259
LOC101927262	101927262
LOC101927263	101927263
LOC101927267	101927267
LOC101927268	101927268
LOC101927269	101927269
LOC101927272	101927272
LINC01416	101927273
LINC02071	101927274
NDUFV2-AS1	101927275
LOC101927278	101927278
EP300-AS1	101927279
LINC02208	101927280
LOC101927281	101927281
LINC02466	101927282
LOC101927283	101927283
LOC101927284	101927284
LINC01793	101927285
LINC02254	101927286
MANEA-DT	101927288
LINC01237	101927289
LINC02395	101927292
LOC101927293	101927293
LINC01360	101927295
LOC101927296	101927296
LOC101927297	101927297
LOC101927300	101927300
SNHG27	101927305
LOC101927310	101927310
LINC02185	101927311
LOC101927314	101927314
LOC101927318	101927318
ERICH3-AS1	101927320
LOC101927322	101927322
PPP4R1-AS1	101927323
LINC01475	101927324
LOC101927325	101927325
LOC101927329	101927329
LOC101927330	101927330
LINC01831	101927331
LINC01582	101927332
CH17-125A10.2	101927333
LINC02127	101927334
LOC101927342	101927342
LOC101927344	101927344
LOC101927345	101927345
LINC02047	101927346
GRM7-AS3	101927347
LINC02186	101927348
LINC01254	101927350
LINC02302	101927351
PLS3-AS1	101927352
LOC101927353	101927353
LOC101927354	101927354
LOC101927355	101927355
LOC101927356	101927356
LOC101927357	101927357
LOC101927358	101927358
LOC101927359	101927359
LINC01103	101927360
LINC01875	101927362
LINC02353	101927363
LINC01571	101927364
LOC101927365	101927365
LOC101927366	101927366
LOC101927367	101927367
LOC101927369	101927369
LOC101927372	101927372
LOC101927374	101927374
LOC101927375	101927375
LOC101927377	101927377
LOC101927378	101927378
LINC02201	101927379
CARNMT1-AS1	101927380
LINC01163	101927381
LOC101927383	101927383
LOC101927385	101927385
LOC101927388	101927388
LOC101927389	101927389
LOC101927391	101927391
LOC101927392	101927392
LOC101927393	101927393
LOC101927394	101927394
LINC01514	101927396
LOC101927397	101927397
LOC101927400	101927400
LOC101927401	101927401
LOC101927402	101927402
LOC101927404	101927404
LOC101927405	101927405
LINC01821	101927406
LOC101927410	101927410
LINC01782	101927411
LINC01781	101927412
LOC101927413	101927413
LOC101927414	101927414
LOC101927415	101927415
SRGAP3-AS2	101927416
LOC101927417	101927417
LOC101927418	101927418
LOC101927419	101927419
LOC101927420	101927420
LOC101927421	101927421
GNA14-AS1	101927422
PANO1	101927423
LINC01961	101927424
LOC101927429	101927429
LINC01903	101927430
LINC01790	101927431
LOC101927432	101927432
LINC01255	101927433
LOC101927434	101927434
LOC101927436	101927436
LOC101927437	101927437
LINC01800	101927438
LOC101927439	101927439
SRGAP3-AS4	101927440
LOC101927441	101927441
LOC101927445	101927445
LOC101927446	101927446
LOC101927447	101927447
LINC01282	101927449
LOC101927450	101927450
LOC101927452	101927452
LOC101927454	101927454
TMEM108-AS1	101927455
LINC01522	101927457
LINC01608	101927459
LINC02240	101927460
LOC101927461	101927461
LINC02359	101927464
CLYBL-AS1	101927465
LOC101927467	101927467
LOC101927468	101927468
LOC101927469	101927469
ITPRIP-AS1	101927472
LOC101927473	101927473
LOC101927474	101927474
LOC101927476	101927476
LINC01507	101927477
LOC101927478	101927478
LOC101927479	101927479
LOC101927480	101927480
LINC01909	101927481
HECW2-AS1	101927482
LOC101927483	101927483
LOC101927484	101927484
LOC101927486	101927486
LINC01609	101927487
LOC101927488	101927488
TCERG1L-AS1	101927489
LOC101927490	101927490
UTAT33	101927492
LINC02070	101927494
LOC101927495	101927495
LOC101927496	101927496
LOC101927497	101927497
LINC01361	101927498
LOC101927499	101927499
PINCR	101927501
LOC101927502	101927502
LOC101927503	101927503
LINC01682	101927504
LINC02348	101927505
LOC101927506	101927506
LOC101927509	101927509
LOC101927510	101927510
LOC101927511	101927511
LINC01275	101927512
LOC101927513	101927513
LOC101927514	101927514
LOC101927516	101927516
LOC101927518	101927518
LOC101927521	101927521
LOC101927522	101927522
LINC02620	101927523
LINC02587	101927524
COL1A2-AS1	101927525
LINC01656	101927526
LINC01204	101927528
LOC101927531	101927531
LINC01736	101927532
LOC101927533	101927533
LOC101927536	101927536
LOC101927538	101927538
LOC101927539	101927539
LINC01273	101927541
LINC01712	101927542
LOC101927543	101927543
ANO7L1	101927546
ANKRD44-IT1	101927547
LOC101927548	101927548
LINC02627	101927549
LOC101927550	101927550
LOC101927551	101927551
LOC101927552	101927552
LINC01737	101927553
LINC01250	101927554
LOC101927555	101927555
LOC101927556	101927556
LOC101927557	101927557
LOC101927558	101927558
CEBPB-AS1	101927559
LOC101927560	101927560
LINC01267	101927565
LOC101927566	101927566
LOC101927571	101927571
LOC101927572	101927572
LOC101927573	101927573
LINC01186	101927574
LOC101927575	101927575
LINC01797	101927577
DNM1P50	101927579
LINC02141	101927580
CCDC182	101927581
LOC101927583	101927583
LOC101927584	101927584
LINC01271	101927586
LINC01725	101927587
LOC101927588	101927588
LINC01166	101927590
DPP10-AS3	101927591
LINC02405	101927592
LOC101927596	101927596
NCK1-DT	101927597
LOC101927598	101927598
ZNF529-AS1	101927599
LOC101927600	101927600
GOLGA6L19	101927601
LOC101927602	101927602
LOC101927603	101927603
LOC101927604	101927604
LOC101927605	101927605
LINC01922	101927606
LOC101927608	101927608
LOC101927609	101927609
LOC101927610	101927610
RNF139-AS1	101927612
LOC101927613	101927613
LOC101927615	101927615
LINC02375	101927616
LINC01923	101927619
LOC101927620	101927620
LINC01534	101927621
LOC101927623	101927623
LINC01150	101927624
LOC101927627	101927627
LINC02165	101927629
LOC101927630	101927630
ADNP-AS1	101927631
LOC101927632	101927632
LOC101927635	101927635
LOC101927636	101927636
LINC02411	101927637
LOC101927640	101927640
LINC01877	101927641
LINC01444	101927642
LOC101927646	101927646
LOC101927647	101927647
LINC02126	101927650
LINC01927	101927651
LINC02388	101927653
ZASP	101927655
LOC101927657	101927657
SMAD1-AS2	101927659
LOC101927661	101927661
LOC101927664	101927664
LOC101927666	101927666
LINC01535	101927667
LOC101927668	101927668
MIR202HG	101927671
LOC101927673	101927673
LINC01429	101927678
CD81-AS1	101927682
LINC01744	101927683
HSFX4	101927685
LINC02541	101927686
LOC101927687	101927687
SEPT4-AS1	101927688
LOC101927690	101927690
LOC101927691	101927691
LOC101927692	101927692
LOC101927693	101927693
LINC02368	101927694
LINC02227	101927697
DSCAS	101927698
LOC101927699	101927699
LINC01524	101927700
LINC01812	101927701
LOC101927702	101927702
FOXCUT	101927703
MIR3663HG	101927704
LOC101927708	101927708
LOC101927709	101927709
LOC101927711	101927711
LOC101927712	101927712
LINC01029	101927715
DSG1-AS1	101927718
ZNF793-AS1	101927720
LNCPRESS1	101927721
LINC01644	101927722
LOC101927723	101927723
BEAN1-AS1	101927726
LOC101927727	101927727
LINC01476	101927728
LINC02322	101927729
LOC101927730	101927730
TMEM132D-AS2	101927735
LINC02202	101927740
LOC101927741	101927741
LOC101927745	101927745
LOC101927746	101927746
ATP6V1B1-AS1	101927750
LOC101927751	101927751
LOC101927752	101927752
RNFT1-DT	101927755
LOC101927756	101927756
LOC101927759	101927759
LOC101927760	101927760
TH2LCRR	101927761
LOC101927762	101927762
OLFM5P	101927763
LOC101927764	101927764
COA6-AS1	101927765
LINC01847	101927766
HDAC2-AS2	101927768
LOC101927769	101927769
LOC101927770	101927770
LINC00824	101927774
SATB1-AS1	101927777
LINC01303	101927780
LOC101927786	101927786
LOC101927787	101927787
LOC101927788	101927788
LOC101927789	101927789
LOC101927790	101927790
LOC101927793	101927793
LOC101927795	101927795
LINC01441	101927796
MIR548XHG	101927797
LOC101927798	101927798
LINC01823	101927801
LINC00368	101927802
CLSTN2-AS1	101927808
LOC101927809	101927809
LOC101927811	101927811
HMMR-AS1	101927813
LOC101927814	101927814
LOC101927815	101927815
LOC101927817	101927817
LINC01425	101927821
LOC101927822	101927822
LOC101927823	101927823
LOC101927824	101927824
LOC101927825	101927825
LOC101927827	101927827
OVOL1-AS1	101927828
LOC101927829	101927829
LOC101927830	101927830
PAQR9-AS1	101927832
LOC101927834	101927834
LINC02143	101927835
LOC101927837	101927837
LOC101927839	101927839
LOC101927840	101927840
LINC01687	101927843
LOC101927844	101927844
LOC101927845	101927845
LOC101927846	101927846
LOC101927847	101927847
LINC02355	101927849
LOC101927851	101927851
LOC101927854	101927854
LOC101927855	101927855
LOC101927857	101927857
LOC101927858	101927858
FAM230G	101927859
LINC01293	101927861
CTB-178M22.2	101927862
LOC101927863	101927863
LOC101927864	101927864
MYOSLID-AS1	101927865
LINC02010	101927866
GRK5-IT1	101927868
LINC01689	101927869
LOC101927870	101927870
LOC101927871	101927871
LOC101927872	101927872
LINC01508	101927873
LINC01654	101927876
LOC101927877	101927877
LOC101927879	101927879
LINC02669	101927880
LOC101927881	101927881
LOC101927882	101927882
LOC101927884	101927884
GBAT2	101927886
LOC101927888	101927888
LINC01153	101927889
LOC101927890	101927890
PKN2-AS1	101927891
EMC1-AS1	101927895
LOC101927896	101927896
LOC101927897	101927897
LOC101927898	101927898
LINC01477	101927900
LINC02421	101927901
LINC02660	101927904
LINC02449	101927905
LOC101927907	101927907
LOC101927908	101927908
LOC101927911	101927911
LOC101927913	101927913
LOC101927914	101927914
LOC101927915	101927915
TUB-AS1	101927917
LOC101927919	101927919
LINC01478	101927921
LINC01479	101927922
LINC01856	101927924
LINC01851	101927926
LINC01480	101927931
LOC101927932	101927932
LINC01843	101927934
LOC101927935	101927935
LOC101927936	101927936
LOC101927942	101927942
LOC101927943	101927943
FAM53B-AS1	101927944
LOC101927947	101927947
LOC101927948	101927948
LOC101927949	101927949
LOC101927950	101927950
LOC101927952	101927952
C5orf66-AS1	101927953
LOC101927954	101927954
LINC01572	101927957
LOC101927960	101927960
LOC101927961	101927961
LOC101927963	101927963
LOC101927964	101927964
LOC101927966	101927966
LOC101927967	101927967
LOC101927969	101927969
LOC101927971	101927971
LOC101927972	101927972
LINC01695	101927973
LOC101927974	101927974
LOC101927975	101927975
LOC101927978	101927978
LOC101927979	101927979
SLC14A2-AS1	101927980
EDRF1-AS1	101927983
LOC101927987	101927987
LINC01527	101927988
LOC101927989	101927989
TRDN-AS1	101927990
LINC01213	101927992
LOC101927993	101927993
LINC01087	101927994
LOC101927995	101927995
LOC101927999	101927999
LOC101928000	101928000
PRKCA-AS1	101928001
LOC101928002	101928002
LOC101928004	101928004
LOC101928005	101928005
LOC101928007	101928007
LOC101928008	101928008
LOC101928009	101928009
LOC101928012	101928012
LOC101928014	101928014
LINC01985	101928015
UBXN10-AS1	101928017
LOC101928020	101928020
LOC101928021	101928021
LINC01214	101928022
LOC101928030	101928030
LINC01809	101928031
LOC101928032	101928032
CTD-2270F17.1	101928033
LOC101928034	101928034
LOC101928035	101928035
HRAT17	101928036
LOC101928037	101928037
LOC101928039	101928039
BARX1-DT	101928040
LOC101928042	101928042
LINC01635	101928043
LOC101928045	101928045
LOC101928046	101928046
LOC101928047	101928047
LOC101928048	101928048
LOC101928051	101928051
LOC101928052	101928052
LOC101928053	101928053
LOC101928055	101928055
LOC101928058	101928058
LOC101928059	101928059
LINC01481	101928062
LOC101928063	101928063
LINC01945	101928067
LOC101928068	101928068
LOC101928069	101928069
LOC101928075	101928075
LOC101928076	101928076
LOC101928077	101928077
SLC44A3-AS1	101928079
LOC101928080	101928080
LOC101928081	101928081
LOC101928084	101928084
ERICH6-AS1	101928085
LOC101928087	101928087
LOC101928089	101928089
LOC101928092	101928092
LOC101928093	101928093
LOC101928095	101928095
LOC101928096	101928096
LOC101928098	101928098
PCAT7	101928099
LOC101928100	101928100
IL6R-AS1	101928101
LOC101928103	101928103
LINC01482	101928104
LOC101928105	101928105
LINC02522	101928106
LOC101928107	101928107
LY6L	101928108
HDAC4-AS1	101928111
ST3GAL5-AS1	101928113
LINC01811	101928114
LOC101928118	101928118
LOC101928119	101928119
LOC101928120	101928120
LINC01483	101928122
LOC101928123	101928123
LOC101928126	101928126
LOC101928128	101928128
LOC101928131	101928131
LOC101928132	101928132
LOC101928134	101928134
LOC101928135	101928135
LINC01484	101928136
LINC02444	101928137
LINC01486	101928138
LOC101928140	101928140
LINC01028	101928141
AADACL2-AS1	101928142
LOC101928143	101928143
LOC101928144	101928144
LOC101928146	101928146
FAM243A	101928147
LINC02648	101928150
LINC01179	101928151
LOC101928152	101928152
ITGA9-AS1	101928153
LINC01485	101928154
LOC101928156	101928156
LAMA5-AS1	101928158
LOC101928160	101928160
NCKAP5-AS2	101928161
LINC02366	101928162
LOC101928163	101928163
CASC17	101928165
LOC101928166	101928166
LINC01917	101928167
LOC101928168	101928168
LINC01650	101928169
LINC01943	101928173
LOC101928174	101928174
LINC01411	101928176
LOC101928177	101928177
LOC101928180	101928180
NCKAP5-AS1	101928185
LOC101928188	101928188
LINC01487	101928190
LOC101928191	101928191
LOC101928193	101928193
LOC101928195	101928195
LOC101928196	101928196
MRGPRF-AS1	101928200
LOC101928201	101928201
LOC101928202	101928202
LINC02125	101928203
LINC02097	101928205
LOC101928211	101928211
LOC101928212	101928212
LOC101928214	101928214
LOC101928215	101928215
LOC101928216	101928216
LOC101928217	101928217
LOC101928219	101928219
LOC101928222	101928222
LINC01612	101928223
LOC101928226	101928226
LINC02345	101928227
LOC101928228	101928228
LOC101928230	101928230
LOC101928231	101928231
LINC01280	101928232
LINC01671	101928233
LOC101928234	101928234
CTB-41I6.1	101928235
LOC101928236	101928236
LOC101928237	101928237
ZNF426-DT	101928238
LINC01787	101928241
DARS-AS1	101928243
TESC-AS1	101928244
LINC01229	101928248
LOC101928251	101928251
LOC101928253	101928253
LOC101928254	101928254
LOC101928255	101928255
LOC101928257	101928257
PHKA1-AS1	101928259
LOC101928263	101928263
LOC101928264	101928264
LOC101928266	101928266
LOC101928268	101928268
LOC101928269	101928269
LINC01708	101928270
LOC101928271	101928271
LOC101928272	101928272
LOC101928273	101928273
LOC101928274	101928274
LINC01227	101928276
LOC101928277	101928277
LOC101928278	101928278
LOC101928279	101928279
LINC02549	101928280
LOC101928283	101928283
LOC101928284	101928284
LINC01285	101928287
LINC02504	101928288
PLBD1-AS1	101928290
LINC01488	101928292
LOC101928295	101928295
LOC101928298	101928298
LOC101928300	101928300
LOC101928303	101928303
LOC101928304	101928304
LOC101928306	101928306
LOC101928307	101928307
LINC02530	101928309
LINC01668	101928311
GALNTL6-AS1	101928314
LOC101928316	101928316
LOC101928317	101928317
LOC101928322	101928322
LOC101928323	101928323
LOC101928324	101928324
LOC101928326	101928326
LINC01921	101928327
LOC101928331	101928331
LOC101928333	101928333
LOC101928334	101928334
LOC101928335	101928335
LOC101928336	101928336
PTCSC2	101928337
LOC101928338	101928338
LINC01489	101928340
LOC101928343	101928343
LOC101928344	101928344
PABPC1L2B-AS1	101928345
LOC101928346	101928346
LOC101928347	101928347
LOC101928350	101928350
LOC101928351	101928351
LOC101928352	101928352
EVADR	101928353
LOC101928354	101928354
LOC101928357	101928357
LOC101928358	101928358
LOC101928359	101928359
LOC101928361	101928361
LOC101928362	101928362
EHD4-AS1	101928363
LOC101928368	101928368
LOC101928369	101928369
LOC101928370	101928370
LOC101928371	101928371
LOC101928372	101928372
LOC101928373	101928373
IL12A-AS1	101928376
LOC101928377	101928377
PTOV1-AS2	101928378
LOC101928380	101928380
LOC101928381	101928381
LOC101928383	101928383
LOC101928384	101928384
LOC101928385	101928385
LOC101928386	101928386
LOC101928387	101928387
PLA2G4E-AS1	101928388
LOC101928389	101928389
LOC101928391	101928391
LOC101928392	101928392
LOC101928397	101928397
LOC101928398	101928398
LINC01679	101928399
LOC101928401	101928401
LOC101928402	101928402
EIF2AK3-DT	101928403
LOC101928404	101928404
LINC02023	101928405
LINC02543	101928406
LOC101928409	101928409
LOC101928414	101928414
LOC101928415	101928415
LOC101928416	101928416
LOC101928417	101928417
LOC101928418	101928418
LOC101928419	101928419
LINC01490	101928420
LOC101928421	101928421
LOC101928424	101928424
LOC101928429	101928429
LOC101928433	101928433
LINC01700	101928435
LOC101928436	101928436
LOC101928437	101928437
LOC101928438	101928438
FBXO3-DT	101928440
LOC101928441	101928441
LINC01491	101928442
LOC101928443	101928443
LOC101928445	101928445
LOC101928446	101928446
LOC101928447	101928447
C5orf67	101928448
LINC02426	101928449
LOC101928450	101928450
LOC101928451	101928451
LOC101928453	101928453
LINC01412	101928455
LINC01756	101928460
LOC101928461	101928461
LOC101928462	101928462
LOC101928463	101928463
ZNF433-AS1	101928464
LOC101928465	101928465
LOC101928466	101928466
MIR325HG	101928469
TMEM246-AS1	101928470
SOX5-AS1	101928471
LOC101928472	101928472
LOC101928473	101928473
LOC101928474	101928474
LOC101928475	101928475
LINC01676	101928476
LOC101928477	101928477
LINC02269	101928478
NALT1	101928483
LINC01363	101928484
LOC101928487	101928487
LOC101928489	101928489
LOC101928491	101928491
OR2A1-AS1	101928492
LOC101928495	101928495
LINC01492	101928496
LOC101928499	101928499
LOC101928502	101928502
LOC101928504	101928504
LOC101928505	101928505
LINC02268	101928509
LOC101928510	101928510
LOC101928512	101928512
CATIP-AS1	101928513
LINC02080	101928514
LOC101928516	101928516
LOC101928517	101928517
LOC101928519	101928519
LOC101928521	101928521
LOC101928523	101928523
LOC101928525	101928525
LOC101928526	101928526
PIGBOS1	101928527
LOC101928529	101928529
LOC101928530	101928530
LOC101928532	101928532
LOC101928535	101928535
LINC01493	101928536
LINC01494	101928537
LINC02225	101928539
LOC101928540	101928540
LOC101928543	101928543
SEPT7-AS1	101928545
LOC101928548	101928548
SMC2-AS1	101928550
LOC101928551	101928551
LOC101928553	101928553
LOC101928554	101928554
LINC01537	101928555
LOC101928556	101928556
LOC101928557	101928557
LINC01467	101928559
LOC101928561	101928561
LOC101928563	101928563
LOC101928565	101928565
LINC02087	101928567
LINC02101	101928569
LOC101928570	101928570
ZNF649-AS1	101928571
LOC101928572	101928572
LOC101928573	101928573
LOC101928576	101928576
RAP2C-AS1	101928578
P4HA3-AS1	101928580
LOC101928582	101928582
SLC7A14-AS1	101928583
LOC101928589	101928589
LOC101928590	101928590
LOC101928591	101928591
LOC101928592	101928592
LOC101928595	101928595
LOC101928596	101928596
LOC101928597	101928597
LINC02301	101928599
LINC02108	101928600
MEI4	101928601
LINC01775	101928602
ARMH2	101928603
ZBTB46-AS1	101928604
LOC101928605	101928605
TRPM2-AS	101928607
LOC101928608	101928608
LINC01413	101928611
HSPC324	101928612
LINC02189	101928614
LINC00354	101928616
LOC101928617	101928617
LOC101928618	101928618
LOC101928622	101928622
LOC101928626	101928626
LOC101928627	101928627
LOC101928628	101928628
SMIM15-AS1	101928630
LOC101928631	101928631
LOC101928636	101928636
PRR31	101928638
ARNTL2-AS1	101928646
CTC-338M12.4	101928649
GORAB-AS1	101928650
LOC101928651	101928651
LINC01099	101928656
LOC101928658	101928658
LOC101928659	101928659
LOC101928661	101928661
LOC101928663	101928663
LOC101928669	101928669
LOC101928673	101928673
LOC101928674	101928674
ETDA	101928677
LINC02500	101928679
LOC101928682	101928682
LINC01209	101928684
LNCAROD	101928687
LOC101928688	101928688
LINC01424	101928689
LOC101928692	101928692
LIPC-AS1	101928694
LOC101928696	101928696
LOC101928697	101928697
LINC01070	101928698
LOC101928700	101928700
LOC101928701	101928701
LOC101928705	101928705
LOC101928707	101928707
LOC101928708	101928708
SCAT1	101928710
LOC101928711	101928711
LOC101928716	101928716
LOC101928718	101928718
LINC01509	101928720
LOC101928721	101928721
LOC101928722	101928722
LOC101928725	101928725
LOC101928728	101928728
LOC101928730	101928730
LOC101928731	101928731
